,Fossil CO2 emissions by country (territorial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,0.54,2.00,12.65,,1.44,,0.03,27.83,2.07,0.15,62.81,15.24,12.43,0.76,2.33,2.15,0.19,26.01,33.73,0.05,0.11,0.11,0.01,0.03,4.79,0.28,46.56,0.01,0.56,21.86,0.15,0.04,0.08,117.26,0.01,0.04,0.06,6.64,402.97,12.08,0.01,0.13,0.02,0.61,1.06,5.18,8.93,2.27,0.84,49.85,31.22,1.02,14.13,0.08,0.01,1.67,4.54,13.89,0.50,0.02,,9.42,0.51,0.12,,0.29,14.03,125.37,0.09,0.09,1.79,0.04,3.83,286.17,0.83,13.68,0.14,0.02,0.19,1.08,0.27,0.04,0.49,0.21,0.49,5.08,23.57,0.48,85.96,27.37,8.71,7.11,30.84,5.74,102.43,2.02,252.96,1.59,61.54,1.77,0.01,,6.86,5.32,0.04,6.26,1.60,,0.53,7.82,,9.81,2.59,0.15,3.51,0.28,0.16,8.43,0.01,0.11,0.31,,0.19,0.17,0.15,,77.43,1.81,0.47,0.01,4.29,0.68,1.53,,0.03,0.12,44.79,0.38,4.52,0.58,0.19,17.96,0.00,8.69,,1.64,9.34,,0.91,0.53,0.38,6.56,9.42,1.30,111.63,7.37,3.50,1.45,38.10,9.73,0.08,0.91,0.21,53.97,570.08,0.16,0.00,0.03,0.27,0.02,0.01,47.85,0.90,13.91,0.03,0.19,7.02,15.95,3.93,0.04,0.08,70.16,56.25,1.09,0.02,0.01,0.01,0.55,0.12,18.94,10.59,7.24,20.48,3.06,10.24,,0.19,0.01,4.71,2.67,21.61,7.90,0.00,,0.14,180.41,10.03,152.99,0.58,1279.03,1.46,24.15,0.01,25.05,4.83,,1.15,0.92,2.57,3693.06,1389.90,2995.02,2087.95,1054.41,149.93,1042.36,26.05,2038.20,150.69,1473.87,68.31,133.55,112.49,0.00,5195.45
1982,0.57,1.99,10.69,,1.27,,0.08,28.21,2.11,0.17,63.83,14.62,12.66,0.62,2.68,2.33,0.18,26.49,31.96,0.05,0.12,0.11,0.01,0.04,4.40,0.30,46.62,0.01,0.73,24.52,0.16,0.04,0.09,113.12,0.01,0.04,0.06,5.59,438.48,12.47,0.01,0.37,0.01,0.57,1.52,4.76,9.42,2.54,0.86,49.36,31.90,0.83,14.65,0.10,0.01,1.72,5.25,15.40,0.48,0.02,,9.60,0.40,0.13,,0.23,11.73,120.21,0.10,0.09,1.79,0.04,3.90,277.22,0.83,14.06,0.14,0.02,0.19,0.98,0.27,0.04,0.38,0.22,0.48,5.36,23.64,0.44,88.80,28.82,8.29,6.98,37.60,6.51,100.13,1.70,244.93,1.71,62.68,1.26,0.01,,5.76,5.42,0.04,6.38,1.56,,0.16,8.34,,10.00,2.44,0.13,3.22,0.28,0.16,8.36,0.01,0.10,0.36,,0.22,0.24,0.14,,82.94,1.83,0.43,0.01,4.61,0.69,1.52,,0.03,0.12,36.43,0.34,4.99,0.58,0.20,17.85,0.00,8.45,,1.56,10.15,,0.89,0.53,0.37,6.44,9.51,1.18,114.89,7.91,3.37,1.72,38.42,9.91,0.09,0.95,0.24,53.31,580.83,0.17,0.00,0.03,0.30,0.02,0.01,43.09,0.83,12.77,0.02,0.15,7.75,15.80,3.60,0.03,0.20,76.54,56.93,1.22,0.02,0.01,0.01,0.51,0.12,16.99,9.99,6.65,20.57,3.11,10.18,,0.22,0.01,5.02,2.59,23.53,8.05,0.00,,0.15,183.83,10.03,149.63,0.59,1213.77,1.32,24.61,0.01,25.44,5.01,,1.62,0.96,2.40,3601.91,1450.30,2895.27,2156.94,1029.34,156.27,1079.94,26.65,2021.85,153.96,1409.98,69.68,133.88,101.85,0.00,5154.06
1983,0.69,2.08,14.33,,1.39,,0.02,28.70,2.14,0.09,61.35,14.10,12.85,0.55,2.24,2.23,0.19,26.86,27.62,0.05,0.11,0.12,0.01,0.02,4.74,0.28,45.13,0.01,0.75,24.58,0.16,0.06,0.10,111.45,0.01,0.04,0.06,5.64,462.40,13.43,0.01,0.31,0.01,0.57,1.23,5.12,8.41,1.31,0.86,49.42,34.16,1.09,13.69,0.10,0.01,2.15,5.32,15.55,0.51,0.02,,9.74,0.50,0.13,,0.19,11.32,115.53,0.11,0.12,1.50,0.04,3.96,276.09,0.99,14.95,0.10,0.02,0.20,0.86,0.26,0.04,0.34,0.24,0.54,5.71,24.25,0.42,96.12,28.71,10.50,7.02,40.83,6.47,97.82,1.76,240.42,1.99,63.51,1.25,0.01,,5.88,5.50,0.05,6.47,1.89,,0.19,8.23,,10.15,2.28,0.19,3.47,0.18,0.16,10.38,0.01,0.11,0.27,,0.25,0.26,0.16,,75.75,1.90,0.47,0.01,4.81,0.53,1.57,,0.03,0.13,37.49,0.31,4.91,0.54,0.26,16.30,0.00,8.73,,2.05,10.92,,0.95,0.55,0.38,5.57,9.62,1.17,114.91,8.16,3.07,1.79,40.70,10.06,0.09,0.97,0.25,54.62,589.07,0.19,0.00,0.03,0.16,0.02,0.02,43.90,0.71,13.75,0.03,0.19,9.12,15.82,3.88,0.04,0.26,79.67,55.52,1.33,0.01,0.01,0.01,0.37,0.07,15.90,10.92,7.58,22.69,3.16,11.39,,0.17,0.01,4.44,3.07,24.51,8.17,0.00,,0.17,186.41,9.61,148.88,0.60,1208.89,1.04,24.96,0.02,25.36,5.26,,1.72,0.89,2.85,3587.94,1501.65,2864.59,2225.00,1017.61,162.50,1121.35,24.03,2023.61,162.24,1396.20,67.09,132.55,97.79,0.00,5187.37
1984,0.77,2.14,19.36,,1.36,,0.04,29.05,2.16,0.22,64.51,14.80,12.96,0.51,2.51,2.48,0.20,27.09,28.65,0.05,0.12,0.12,0.01,0.05,5.00,0.29,45.60,0.01,0.52,23.76,0.13,0.06,0.11,116.06,0.02,0.04,0.06,6.00,503.50,13.29,0.01,0.31,0.01,0.54,1.40,5.40,8.89,3.26,0.88,51.08,36.75,1.07,13.88,0.10,0.01,2.02,5.78,17.39,0.43,0.02,,9.82,0.45,0.14,,0.16,11.50,112.45,0.10,0.13,1.63,0.05,3.99,282.00,0.70,15.36,0.16,0.02,0.22,0.93,0.27,0.04,0.38,0.25,0.53,6.07,24.72,0.49,98.68,30.69,10.85,6.97,40.90,6.41,99.51,1.40,255.75,2.25,64.02,1.16,0.01,,7.72,5.54,0.05,6.53,1.83,,0.19,7.72,,10.25,2.46,0.17,3.66,0.24,0.15,9.50,0.02,0.12,0.37,,0.38,0.24,0.17,,75.50,1.75,0.49,0.01,4.82,0.41,1.79,,0.03,0.19,39.32,0.33,5.28,0.50,0.27,18.94,0.00,9.24,,2.20,11.61,,0.78,0.56,0.41,5.63,8.41,1.10,118.03,7.86,3.36,1.65,43.86,10.15,0.08,0.87,0.27,51.53,594.30,0.17,0.00,0.03,0.39,0.02,0.01,42.44,0.90,14.50,0.03,0.17,8.73,16.36,4.09,0.04,0.20,86.13,53.95,1.05,0.01,0.01,0.02,0.42,0.09,15.64,10.68,8.97,23.16,3.18,12.31,,0.19,0.01,4.78,3.14,25.90,8.24,0.00,,0.16,188.06,12.60,144.41,0.64,1272.42,0.94,25.19,0.02,25.38,4.77,,1.94,0.77,2.70,3687.12,1581.74,2964.97,2303.89,1027.18,177.47,1188.58,26.59,2037.53,169.88,1464.15,70.57,134.09,98.15,0.00,5367.02
1985,0.96,2.15,19.82,,1.28,,0.07,27.44,2.33,0.26,65.77,14.84,13.98,0.41,2.78,2.78,0.23,29.20,28.39,0.05,0.19,0.12,0.02,0.06,5.10,0.32,49.01,0.01,0.71,24.35,0.13,0.06,0.11,115.10,0.02,0.04,0.05,5.81,545.33,13.12,0.01,0.35,0.01,0.61,1.91,5.51,8.89,3.81,0.86,50.38,39.38,0.99,16.39,0.10,0.01,1.98,5.28,17.41,0.54,0.02,,10.60,0.49,0.14,,0.16,13.52,110.60,0.10,0.16,1.72,0.05,4.30,284.97,0.90,16.31,0.14,0.02,0.22,0.95,0.27,0.05,0.39,0.25,0.51,6.24,23.42,0.44,108.51,33.19,12.06,7.30,43.63,6.72,100.70,1.38,249.02,2.30,69.06,1.01,0.01,,7.93,5.98,0.06,7.04,2.12,,0.20,8.46,,11.05,2.52,0.20,3.73,0.29,0.15,9.92,0.02,0.11,0.33,,0.30,0.18,0.19,,78.43,2.46,0.50,0.01,4.83,0.31,1.82,,0.03,0.18,40.11,0.40,5.97,0.54,0.27,19.01,0.00,8.83,,2.35,12.78,,0.74,0.58,0.42,5.31,7.61,1.12,121.32,7.40,3.38,1.77,46.06,10.93,0.09,1.02,0.27,52.92,640.93,0.17,0.00,0.04,0.45,0.02,0.02,47.06,0.72,14.79,0.04,0.18,8.84,16.14,4.18,0.04,0.23,88.39,54.57,1.07,0.01,0.01,0.02,0.44,0.12,17.02,10.86,8.02,23.13,3.43,13.04,,0.18,0.01,5.66,3.24,28.84,8.88,0.00,,0.17,202.89,13.55,152.74,0.64,1269.81,0.90,27.16,0.03,27.57,5.76,,2.34,0.75,2.79,3763.91,1683.19,2985.07,2462.03,1042.74,181.95,1254.89,28.16,2125.98,183.08,1463.49,72.65,136.91,100.25,0.00,5547.35
1986,0.86,2.20,20.76,,1.26,,0.07,28.43,2.22,0.05,65.43,14.66,14.56,0.39,3.00,3.11,0.25,33.13,27.94,0.06,0.17,0.12,0.02,0.01,5.33,0.29,53.66,0.02,0.63,24.88,0.13,0.06,0.12,110.46,0.02,0.04,0.05,6.01,574.29,13.31,0.01,0.29,0.01,0.70,1.52,5.76,9.16,0.73,0.98,50.72,42.80,0.91,16.08,0.10,0.01,2.22,4.15,20.30,0.54,0.02,,10.60,0.60,0.13,,0.16,14.52,106.55,0.10,0.17,1.35,0.04,4.25,285.88,0.83,15.90,0.09,0.02,0.23,1.00,0.27,0.05,0.29,0.23,0.50,6.97,22.72,0.49,116.35,33.34,12.89,7.79,40.28,7.19,99.12,1.24,248.98,2.50,70.43,1.11,0.01,,9.62,5.98,0.06,6.44,2.04,,0.20,9.25,,9.83,2.49,0.24,3.90,0.31,0.15,10.94,0.02,0.10,0.41,,0.35,0.10,0.22,,80.08,2.62,0.53,0.01,5.10,0.27,1.84,,0.04,0.19,39.31,0.38,6.26,0.62,0.25,19.98,0.00,9.51,,2.68,13.39,,0.75,0.56,0.45,5.94,7.92,1.03,123.32,8.25,3.62,0.54,48.12,10.67,0.10,1.06,0.29,55.03,641.05,0.16,0.00,0.04,0.09,0.02,0.01,55.84,0.72,15.44,0.05,0.18,9.31,16.26,4.36,0.04,0.25,90.20,51.61,1.00,0.02,0.01,0.02,0.48,0.13,16.92,11.53,8.48,25.75,3.31,13.31,,0.23,0.01,4.74,3.27,31.56,9.77,0.00,,0.19,202.09,12.84,155.17,0.62,1272.75,0.86,26.03,0.02,29.81,5.62,,2.24,0.78,3.57,3760.68,1761.65,2988.54,2533.79,1038.34,188.50,1304.90,24.13,2129.52,194.78,1463.39,72.59,144.51,107.41,0.00,5629.74
1987,0.85,2.03,22.89,,1.58,,0.08,31.35,2.23,0.12,69.83,15.66,13.80,0.39,3.12,3.22,0.26,30.50,28.00,0.06,0.13,0.16,0.03,0.01,5.20,0.34,56.04,0.02,0.91,24.91,0.14,0.07,0.12,117.63,0.02,0.07,0.05,6.11,616.20,13.68,0.01,0.36,0.01,0.74,2.01,5.62,9.26,0.65,1.14,50.12,47.93,1.04,15.92,0.11,0.01,2.64,4.10,20.36,0.66,0.03,,10.34,0.70,0.14,,0.13,15.70,105.83,0.11,0.17,1.09,0.05,4.29,281.78,0.89,17.08,0.06,0.02,0.25,1.07,0.27,0.05,0.36,0.25,0.59,7.67,22.96,0.50,124.27,33.81,14.24,8.25,43.28,7.39,103.74,1.47,246.32,2.59,70.04,1.39,0.01,,8.56,5.81,0.06,5.26,2.09,,0.21,8.83,,9.84,2.41,0.27,3.80,0.35,0.15,11.16,0.02,0.10,0.51,,0.42,0.89,0.25,,83.52,2.86,0.51,0.01,5.43,0.27,1.35,,0.04,0.23,41.34,0.40,6.60,0.66,0.27,16.11,0.00,9.08,,2.57,14.46,,0.87,0.64,0.51,7.01,8.87,1.09,126.56,8.51,3.13,0.50,50.59,10.23,0.08,0.84,0.32,57.76,643.52,0.17,0.00,0.04,0.08,0.02,0.01,51.98,0.66,15.07,0.06,0.14,8.68,16.07,4.25,0.04,0.27,89.70,51.72,1.10,0.02,0.01,0.02,0.48,0.12,16.29,10.97,9.81,26.80,3.22,15.21,,0.25,0.02,4.77,3.18,35.06,9.93,0.00,,0.21,200.29,12.95,156.02,0.65,1317.04,0.97,26.68,0.01,30.20,6.36,,2.35,0.73,4.14,3823.75,1838.52,3059.22,2603.05,1047.59,188.53,1365.97,25.58,2135.47,199.12,1518.27,77.31,152.03,143.93,0.00,5806.20
1988,0.78,2.00,22.85,,1.38,,0.08,33.13,2.54,0.17,71.20,14.45,14.07,0.42,3.31,3.68,0.26,31.33,27.22,0.07,0.14,0.18,0.03,0.01,5.37,0.36,56.51,0.02,1.56,23.72,0.15,0.06,0.12,124.36,0.02,0.06,0.02,7.26,662.09,14.20,0.01,0.41,0.01,0.79,2.40,5.80,9.72,0.64,1.15,49.30,54.38,1.09,15.04,0.10,0.02,2.66,4.69,20.28,0.66,0.03,,10.37,0.72,0.14,,0.15,14.21,105.23,0.14,0.16,1.18,0.05,4.45,280.85,0.93,18.30,0.15,0.03,0.28,1.11,0.28,0.06,0.38,0.28,0.67,7.99,21.30,0.50,134.20,36.22,18.32,8.16,47.80,8.11,105.34,1.24,268.96,2.50,74.69,1.28,0.01,,8.96,5.85,0.06,5.15,2.00,,0.22,9.87,,9.95,2.48,0.26,3.93,0.35,0.15,11.70,0.03,0.10,0.55,,0.45,0.87,0.23,,83.42,3.14,0.53,0.01,5.71,0.27,1.12,,0.04,0.27,39.74,0.41,6.95,0.61,0.27,19.22,0.00,9.74,,2.87,15.72,,0.80,0.60,0.59,6.83,10.23,1.17,121.24,8.89,3.25,0.59,57.57,10.65,0.11,1.21,0.37,57.92,665.10,0.19,0.00,0.05,0.08,0.02,0.01,55.20,0.74,15.55,0.05,0.13,9.63,15.80,4.41,0.04,0.27,93.52,53.89,0.94,0.02,0.02,0.02,0.51,0.12,15.67,11.10,10.01,30.87,3.47,17.87,,0.26,0.02,4.32,3.38,34.04,10.15,0.00,,0.24,198.50,13.13,155.65,0.62,1378.40,1.31,27.59,0.02,31.59,6.30,,2.61,0.85,4.37,3924.88,1960.06,3149.15,2735.79,1036.12,198.14,1479.13,25.62,2146.19,212.11,1586.36,79.07,158.30,148.85,0.00,6033.79
1989,0.75,2.45,21.78,,1.34,,0.08,31.94,2.57,0.18,75.73,14.66,14.07,0.53,3.20,3.65,0.27,29.78,29.15,0.08,0.16,0.21,0.02,0.02,5.35,0.39,57.71,0.02,1.73,23.60,0.22,0.07,0.12,126.33,0.02,0.07,0.03,8.73,672.39,14.41,0.01,0.41,0.01,0.80,2.26,5.78,9.75,1.22,1.21,47.03,57.11,1.19,13.32,0.11,0.02,2.80,5.50,19.62,0.70,0.03,,10.63,0.76,0.16,,0.17,14.31,109.08,0.18,0.15,1.57,0.05,4.42,275.33,0.90,19.99,0.13,0.03,0.29,1.14,0.29,0.06,0.32,0.28,0.73,8.23,20.72,0.52,147.56,35.94,19.72,8.20,51.91,8.57,110.46,1.84,278.84,2.48,72.20,1.39,0.01,,9.76,5.68,0.06,4.89,2.11,,0.18,10.12,,10.04,2.69,0.28,3.91,0.25,0.15,13.67,0.03,0.11,0.59,,0.39,0.77,0.29,,88.29,2.85,0.53,0.01,6.18,0.28,1.21,,0.04,0.24,44.12,0.45,6.95,0.40,0.28,11.50,0.00,9.34,,2.73,16.46,,0.69,0.56,0.61,5.94,10.62,1.36,115.22,11.14,3.90,2.07,61.00,10.40,0.09,0.94,0.38,58.30,656.34,0.19,0.00,0.05,0.15,0.02,0.01,55.52,1.00,15.50,0.06,0.10,11.19,15.08,4.38,0.04,0.26,92.99,61.38,0.94,0.02,0.03,0.02,0.51,0.12,15.15,10.76,9.35,33.60,3.44,20.97,,0.28,0.02,4.40,3.59,37.55,10.27,0.00,,0.22,186.59,14.79,158.73,0.59,1400.69,1.32,28.40,0.02,29.63,4.75,,2.71,0.70,4.40,3955.48,2006.68,3214.08,2748.09,1046.46,190.82,1525.85,27.09,2136.82,224.29,1615.47,83.67,158.16,154.21,0.00,6116.38
1990,0.55,1.51,20.94,0.11,1.39,0.01,0.06,30.59,2.44,0.13,75.92,16.96,14.01,0.55,3.39,3.84,0.29,29.57,32.83,0.09,0.16,0.14,0.04,0.02,5.30,0.74,59.68,0.02,1.69,20.93,0.16,0.06,0.34,125.06,0.05,0.05,0.10,8.98,678.18,15.53,0.02,0.28,0.01,0.80,1.31,6.27,8.09,1.31,1.27,44.82,32.31,1.16,14.62,0.08,0.02,2.44,4.49,20.53,0.68,0.02,,10.08,0.82,0.19,,0.22,15.53,107.38,0.20,0.12,1.22,0.05,4.35,287.11,1.03,22.77,0.17,0.03,0.36,1.36,0.27,0.05,0.31,0.27,0.68,7.41,19.99,0.60,157.75,39.52,13.39,8.99,57.30,9.78,119.96,2.05,316.08,2.86,76.09,1.55,0.01,,10.32,5.27,0.14,5.37,2.15,0.40,0.13,9.97,0.05,9.76,3.23,0.28,3.87,0.25,0.20,14.81,0.05,0.12,0.65,,0.47,0.23,0.40,0.02,86.53,2.67,0.52,0.01,6.09,0.27,1.16,,0.03,0.20,44.16,0.43,6.96,0.56,0.16,10.61,0.00,9.58,0.24,3.06,18.51,,0.72,0.59,0.58,5.84,11.29,2.73,102.84,12.37,3.11,0.71,68.37,9.97,0.12,1.30,0.34,47.34,691.83,0.14,0.00,0.05,0.16,0.02,0.01,56.90,0.86,15.41,0.04,0.14,11.88,16.78,4.12,0.04,0.20,85.41,63.14,1.05,0.03,0.03,0.02,0.47,0.26,15.72,12.05,10.11,33.86,3.29,23.66,,0.27,0.02,4.63,3.58,41.39,8.54,0.02,0.00,0.21,192.64,14.11,164.29,0.58,1398.06,1.08,28.21,0.02,33.25,5.81,0.01,2.60,0.66,4.24,4046.19,2014.70,3287.04,2773.85,1054.99,179.94,1574.26,26.05,2192.49,230.71,1609.85,83.88,163.73,150.21,0.00,6211.10
1991,0.52,1.17,21.51,0.11,1.38,0.01,0.06,32.07,1.98,0.15,76.29,17.94,13.63,0.55,3.24,4.02,0.33,28.40,33.67,0.11,0.17,0.15,0.05,0.02,3.75,0.72,62.61,0.02,1.45,16.79,0.17,0.07,0.36,122.81,0.05,0.05,0.11,8.45,711.27,15.46,0.02,0.30,0.01,0.90,1.18,4.64,7.42,1.04,1.40,40.63,30.79,0.85,17.52,0.08,0.02,2.60,4.41,21.10,0.86,0.02,,9.32,0.81,0.18,,0.18,15.06,114.18,0.22,0.12,1.23,0.05,4.33,276.70,1.15,22.76,0.17,0.03,0.39,1.35,0.28,0.05,0.30,0.27,0.69,7.77,19.01,0.57,167.95,47.73,12.33,9.19,60.54,9.87,119.84,2.12,319.26,2.70,73.55,1.29,0.01,,4.07,4.35,0.15,4.89,2.21,0.42,0.10,11.63,0.06,10.33,3.40,0.30,2.74,0.28,0.21,17.95,0.04,0.12,0.61,,0.44,0.24,0.42,0.02,90.10,3.26,0.37,0.01,6.47,0.26,1.13,0.29,0.03,0.28,46.46,0.48,7.15,0.54,0.16,11.44,0.00,9.15,0.24,3.16,18.42,,0.85,0.59,0.57,5.67,11.86,2.86,102.03,12.87,4.74,0.73,75.24,8.06,0.11,1.22,0.45,38.73,656.53,0.13,0.00,0.05,0.12,0.03,0.01,78.75,0.92,10.91,0.05,0.16,12.07,14.54,3.81,0.04,0.19,88.98,65.80,1.13,0.03,0.03,0.02,0.55,0.24,15.82,12.59,11.52,36.46,2.66,25.95,,0.29,0.02,4.63,4.19,43.16,8.91,0.02,0.00,0.21,172.64,15.47,166.32,0.62,1382.37,1.24,28.04,0.02,31.40,5.83,0.01,2.49,0.65,4.23,3961.67,2233.63,3283.88,2911.41,1037.95,188.03,1639.31,25.77,2111.51,254.50,1595.47,84.45,165.81,148.81,130.44,6344.11
1992,0.40,0.69,21.80,0.11,1.41,0.02,0.06,33.09,1.60,0.15,77.65,16.44,15.33,0.51,2.97,4.20,0.27,25.51,33.43,0.10,0.18,0.13,0.06,0.01,4.10,0.76,63.76,0.02,1.42,15.66,0.17,0.06,0.37,126.57,0.05,0.05,0.11,8.73,745.30,16.78,0.02,0.35,0.01,1.02,1.05,4.47,5.62,0.86,1.51,39.77,26.74,0.77,15.94,0.08,0.02,2.84,5.99,21.82,0.91,0.02,,6.67,0.80,0.18,0.04,0.20,14.81,110.98,0.22,0.11,1.34,0.05,4.17,263.52,1.00,23.19,0.16,0.03,0.39,1.62,0.29,0.05,0.28,0.24,0.77,8.98,16.94,0.61,178.89,54.43,16.07,9.14,61.94,11.49,119.90,2.10,321.92,3.27,66.93,1.47,0.01,,8.09,3.02,0.16,3.87,2.65,0.43,0.11,10.10,0.06,5.79,3.33,0.30,3.00,0.27,0.21,19.91,0.06,0.13,0.63,0.02,0.48,0.25,0.47,0.02,90.82,2.99,0.40,0.01,6.75,0.28,1.32,0.31,0.03,0.34,46.40,0.43,7.69,0.65,0.14,12.63,0.00,9.40,0.25,3.25,19.65,0.05,1.12,0.60,0.70,5.73,13.18,3.01,99.55,13.91,7.31,0.74,81.85,5.73,0.10,1.09,0.49,35.89,536.47,0.13,0.00,0.06,0.10,0.03,0.01,86.29,0.93,11.92,0.05,0.09,12.95,13.34,3.79,0.04,0.19,82.24,68.21,1.39,0.03,0.03,0.02,0.55,0.23,15.74,12.56,11.62,38.81,1.99,28.64,,0.28,0.02,5.21,4.06,44.78,8.73,0.02,0.00,0.22,160.77,15.76,162.08,0.59,1412.45,1.40,30.29,0.02,28.81,5.86,0.01,2.69,0.66,4.56,3828.92,2182.02,3303.62,2707.32,1002.83,182.48,1702.78,25.37,1936.42,278.43,1630.04,86.36,169.07,151.73,0.00,6162.67
1993,0.41,0.64,22.36,0.11,1.57,0.02,0.06,32.14,0.70,0.18,78.84,16.56,13.21,0.48,3.99,4.38,0.30,21.99,33.14,0.10,0.22,0.15,0.05,0.02,3.43,0.87,66.68,0.02,1.36,15.95,0.17,0.06,0.38,126.72,0.05,0.05,0.11,9.27,797.39,17.29,0.02,0.32,0.01,1.06,1.39,4.59,5.41,1.32,1.57,38.24,24.45,0.73,16.55,0.08,0.02,3.06,6.57,25.19,1.09,0.02,,5.31,0.82,0.16,0.04,0.20,15.37,105.92,0.24,0.12,1.36,0.06,2.71,260.87,1.18,23.00,0.15,0.03,0.43,1.52,0.30,0.05,0.29,0.19,0.80,9.49,17.30,0.65,184.85,58.71,17.23,9.20,64.30,12.07,117.80,2.18,320.00,3.21,59.49,1.70,0.01,,13.41,2.32,0.17,3.25,2.83,0.45,0.12,10.56,0.06,4.46,3.37,0.32,2.76,0.27,0.24,23.67,0.05,0.14,0.78,0.02,0.52,0.25,0.48,0.02,92.27,2.51,0.35,0.01,7.31,0.33,1.45,0.38,0.03,0.38,46.45,0.50,7.58,0.62,0.16,12.23,0.00,9.83,0.26,3.61,21.06,0.05,1.03,0.60,0.80,6.52,13.35,3.15,99.74,13.51,8.37,0.78,90.11,4.32,0.07,0.75,0.49,33.37,509.26,0.13,0.00,0.06,0.16,0.03,0.01,92.97,0.97,10.40,0.05,0.09,13.55,12.65,3.89,0.05,0.17,87.43,65.86,1.36,0.03,0.02,0.03,0.56,0.19,15.75,11.90,12.34,41.98,1.41,33.18,,0.29,0.02,4.75,4.46,46.71,7.51,0.02,0.00,0.22,139.25,17.89,158.19,0.66,1439.51,1.21,31.55,0.02,33.83,6.24,0.01,2.35,0.67,4.38,3783.89,2289.61,3324.13,2749.38,984.45,193.43,1770.35,25.67,1857.76,301.55,1658.67,87.52,178.54,152.73,0.00,6226.23
1994,0.40,0.53,23.51,0.11,1.05,0.02,0.06,33.36,0.74,0.18,80.16,16.66,11.45,0.48,4.03,4.79,0.20,18.53,34.06,0.10,0.25,0.15,0.06,0.02,0.87,0.83,69.32,0.03,1.28,15.39,0.18,0.06,0.39,130.66,0.05,0.06,0.11,10.24,846.07,18.23,0.02,0.48,0.01,1.42,1.13,4.38,5.84,1.27,1.64,36.21,22.27,0.46,17.66,0.08,0.02,3.22,3.70,23.08,1.23,0.02,0.20,5.47,0.60,0.16,0.04,0.20,16.85,104.23,0.21,0.12,1.19,0.06,1.66,256.41,1.39,23.59,0.14,0.04,0.46,1.84,0.31,0.05,0.40,0.05,0.88,8.48,16.86,0.64,195.49,59.58,19.40,9.51,72.00,12.96,116.21,2.23,335.02,3.62,50.31,1.75,0.01,,15.07,1.68,0.17,2.83,3.03,0.46,0.12,11.94,0.05,4.31,3.15,0.35,2.88,0.34,0.24,24.74,0.05,0.15,0.72,0.02,0.55,0.26,0.44,0.03,95.94,2.15,0.34,0.01,7.68,0.29,1.69,0.43,0.03,0.44,46.61,0.54,7.61,0.69,0.16,9.53,0.00,10.35,0.26,4.11,22.93,0.05,1.14,0.60,0.93,6.48,14.77,3.43,98.40,13.72,8.27,0.78,97.08,3.39,0.09,1.03,0.52,32.90,449.49,0.13,0.00,0.07,0.15,0.03,0.01,89.56,1.05,10.11,0.06,0.10,16.40,11.94,3.99,0.05,0.17,92.41,69.27,1.48,0.03,0.02,0.03,0.56,0.29,16.43,11.65,12.61,43.99,0.64,36.56,,0.27,0.03,4.65,4.31,45.73,9.13,0.02,0.00,0.19,114.43,19.82,156.66,0.56,1464.40,1.10,29.47,0.02,35.35,7.14,0.01,2.45,0.65,4.75,3738.18,2370.61,3376.33,2732.45,979.41,196.36,1849.43,27.08,1759.60,312.92,1691.16,88.93,183.31,160.19,0.00,6268.97
